Code service CH|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
5914P01|2015P02575|1594D*1|||||000002|01/01/2001|Vente|1,00|31||RUE|0120|DENIS DU PEAGE|59520|MARQUETTE-LEZ-LILLE|59|386||A|4855||||||||||||0||||||S||275
5914P01|2015P02575|1594D*1|||||000002|01/01/2001|Vente|1,00|31||RUE|0120|DENIS DU PEAGE|59520|MARQUETTE-LEZ-LILLE|59|386||A|4856||||||||||||0||||||S||90
5914P01|2015P02576|1115*1|||||000001|01/01/2001|Vente|1,00|16||RUE|5981|MASSENA|59800|LILLE|59|350||NZ|380||6||||||||||1|2|Appartement|898295|78|3|||
5914P01|2015P02577|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|1883|DES COQUELICOTS|59000|LILLE|59|350||DV|239||12||||||||||1||||||||
5914P01|2015P02577|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|1883|DES COQUELICOTS|59000|LILLE|59|350||DV|239||26||||||||||1||||||||
5914P01|2015P02578|1594D*1|||||000001|01/01/2001|Vente|1,00|5||AV|5517|LEON JOUHAUX|59800|LILLE|59|350||KP|36||||||||||||0|1|Maison|1146425|70|3|S||46
5914P01|2015P02579|1594D*1|||||000001|01/01/2001|Vente|1,00|42||RUE|4829|JEAN BART|59000|LILLE|59|350||OR|99||11||||||||||1|2|Appartement|905225|35|2|||
5914P01|2015P02579|1594D*1|||||000001|01/01/2001|Vente|1,00|42||RUE|4829|JEAN BART|59000|LILLE|59|350||OR|99||17||22||||||||2|2|Appartement|1170877|30|2|||
5914P01|2015P02580|1594D*1|||||000001|01/01/2001|Vente|1,00|43||RUE|1726|DE LA CLEF|59800|LILLE|59|350||LN|179||87||||||||||1|4|Local industriel. commercial ou assimilé|379404|12|0|||
5914P01|2015P02582|1594D*1|||||000001|01/01/2001|Vente|1,00|165||BD|5603|DE LA LIBERTE|59800|LILLE|59|350||LV|46||7||||||||||1|4|Local industriel. commercial ou assimilé|385335|94|0|||
5914P01|2015P02583|1594D*1|||||000001|01/01/2001|Vente|1,00|189||AV|0150|BECQUART|59130|LAMBERSART|59|328||BC|187||||||||||||0|1|Maison|998892|103|3|S||167
5914P01|2015P02585||||||000001|01/01/2001|Vente|1,00|189||AV|0150|BECQUART|59130|LAMBERSART|59|328||BC|187||||||||||||0|1|Maison|998892|103|3|S||167
5914P01|2015P02586|1594D*1|||||000001|01/01/2001|Vente|1,00|46||RUE|0730|VICTOR HUGO|59118|WAMBRECHIES|59|636||B|3116||||||||||||0|1|Maison|742224|94|5|S||301
5914P01|2015P02587|1594D*1|||||000001|01/01/2001|Vente|1,00|69||RUE|5893|DU MARCHE|59000|LILLE|59|350||SV|587||1||2||||||||2|2|Appartement|827125|45|2|||
5914P01|2015P02588|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|6946|DES PLOVINES|59000|LILLE|59|350||DV|240||23||||||||||1||||||||
5914P01|2015P02589|1594D*1|||||000001|01/01/2001|Vente|1,00|1||RUE|0858|DE NORMANDIE|59370|MONS EN BAROEUL|59|410||AI|150||502||||||||||1|2|Appartement|534113|33|1|||
5914P01|2015P02590|1594D*1|||||000001|01/01/2001|Vente|1,00|242||RUE|0100|AUGUSTE BONTE|59130|LAMBERSART|59|328||AR|648||141||86||||||||2|2|Appartement|283903|67|4|||
5914P01|2015P02590|1594D*1|||||000001|01/01/2001|Vente|1,00|236||RUE|0100|AUGUSTE BONTE|59130|LAMBERSART|59|328||AR|648||230||||||||||1|3|Dépendance|283859|0|0|||
5914P01|2015P02591|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|6946|DES PLOVINES|59000|LILLE|59|350||DV|240||16||||||||||1||||||||
5914P01|2015P02591|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|6946|DES PLOVINES|59000|LILLE|59|350||DV|240||19||||||||||1||||||||
5914P01|2015P02593|1594D*1|||||000001|01/01/2001|Vente|1,00|10||CITE|1185|RICHEZ 131 R BOUVEUR|59130|LAMBERSART|59|328||AV|665||||||||||||0|1|Maison|287393|72|4|S||64
5914P01|2015P02594|1594D*1|||||000001|01/01/2001|Vente|1,00|93||RUE|8449|DES STATIONS|59800|LILLE|59|350||PZ|9||||||||||||0|1|Maison|417826|100|4|S||65
5914P01|2015P02596|1594D*1|||||000001|01/01/2001|Vente|1,00|8||RUE|8199|SALOME|59800|LILLE|59|350||CL|325||3||32|1,00|45||5||||4|2|Appartement|326027|80|4|||
5914P01|2015P02596|1594D*1|||||000001|01/01/2001|Vente|1,00|10|B|RUE|8199|SALOME|59800|LILLE|59|350||CL|325||57||||||||||1|3|Dépendance|949027|0|0|||
5914P01|2015P02599|1594D*1|||||000001|01/01/2001|Vente|1,00|14||RUE|0720|PASTEUR|59350|SAINT-ANDRE|59|527||AB|277||||||||||||0|1|Maison|1046667|96|3|S||172
5914P01|2015P02599|1594D*1|||||000001|01/01/2001|Vente|1,00|14||RUE|0720|PASTEUR|59350|SAINT-ANDRE|59|527||AB|279||||||||||||0||||||S||17
5914P01|2015P02600|1594D*1|||||000001|01/01/2001|Vente|1,00|34||RUE|9029|VERGNIAUD|59000|LILLE|59|350||IV|189||17||||||||||1|3|Dépendance|1039544|0|0|||
5914P01|2015P02600|1594D*1|||||000001|01/01/2001|Vente|1,00|34||RUE|9029|VERGNIAUD|59000|LILLE|59|350||IV|189||1||52|1,00|||||||2|1|Maison|1039542|137|5|||
5914P01|2015P02600|1594D*1|||||000001|01/01/2001|Vente|1,00|34||RUE|9029|VERGNIAUD|59000|LILLE|59|350||IV|189||204||||||||||1|3|Dépendance|1039543|0|0|||
5914P01|2015P02601|1594D*1|||||000001|01/01/2001|Vente|1,00|173||AV|2874|DE DUNKERQUE|59000|LILLE|59|350||EO|323||30||7|1,00|||||||2|2|Appartement|943887|66|3|||
5914P01|2015P02601|1594D*1|||||000001|01/01/2001|Vente|1,00|5||RUE|4404|HEGEL|59000|LILLE|59|350||EO|323||108||||||||||1|3|Dépendance|943956|0|0|||
5914P01|2015P02602|1594D*1|||||000001|01/01/2001|Vente|1,00|8||ALL|0801|DE LONDRES|59130|LAMBERSART|59|328||AP|112||||||||||||0|1|Maison|872949|102|5|S||322
5914P01|2015P02603|1594D*1|||||000001|01/01/2001|Vente|1,00|116||RUE|6350|NATIONALE|59800|LILLE|59|350||NX|211||109||118||119||124||||4|2|Appartement|399911|100|3|||
5914P01|2015P02604|1594D*1|||||000001|01/01/2001|Vente|1,00|103||AV|0650|DU MARECHAL DE LATTRE|59350|SAINT-ANDRE|59|527||A|7148||||||||||||0|1|Maison|976994|139|5|S||1012
5914P01|2015P02606|1594D*1|||||000001|01/01/2001|Vente|1,00|35||RUE|3156|ERNEST DECONYNCK|59800|LILLE|59|350||NZ|220||4||||||||||1|2|Appartement|402198|25|2|||
5914P01|2015P02607|1594D*1|||||000001|01/01/2001|Vente|1,00|16||RUE|1020|NICOT|59130|LAMBERSART|59|328||BE|66||3||4||||||||2|2|Appartement|293267|65|3|||
5914P01|2015P02609|1594D*1|||||000001|01/01/2001|Vente|1,00|18||AV|0140|BERNADETTE|59110|LA MADELEINE|59|368||AD|94||||||||||||0|1|Maison|481454|76|5|S||103
5914P01|2015P02610|1594D*1|||||000001|01/01/2001|Vente|1,00|5||RUE|1074|DE BOURGOGNE|59800|LILLE|59|350||KR|47||23|1,00|||||||||1|2|Appartement|1013266|31|2|||
5914P01|2015P02611|1594D*1|||||000001|01/01/2001|Vente|1,00|68||RUE|0870|SAINTE HELENE|59350|SAINT-ANDRE|59|527||BL|77||34||||||||||1|2|Appartement|1102598|127|4|||
5914P01|2015P02611|1594D*1|||||000001|01/01/2001|Vente|1,00|68||RUE|0870|SAINTE HELENE|59350|SAINT-ANDRE|59|527||BL|77||219||||||||||1|3|Dépendance|1102638|0|0|||
5914P01|2015P02613|1594D*1|||||000001|01/01/2001|Vente|1,00|59||CHE|1377|VERT|59130|LAMBERSART|59|328||AN|412||126||||||||||1|3|Dépendance|282214|0|0|||
5914P01|2015P02613|1594D*1|||||000001|01/01/2001|Vente|1,00|158||CHE|1377|VERT|59130|LAMBERSART|59|328||AN|412||40|1,00|55||||||||2|2|Appartement|282437|50|2|||
5914P01|2015P02614|1594D*1|||||000001|01/01/2001|Vente|1,00|22||RUE|6704|DES PAVILLONS|59800|LILLE|59|350||XE|272||||||||||||0|1|Maison|430336|68|4|S||55
5914P01|2015P02616|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|87||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|140||40||||||||||1||||||||
5914P01|2015P02616|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|87||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|140||108||||||||||1||||||||
5914P01|2015P02619|1594D*1|||||000001|01/01/2001|Vente|1,00|24||RUE|1242|DE CAMBRAI|59000|LILLE|59|350||LZ|205||2||||||||||1|2|Appartement|1006388|74|3|||
5914P01|2015P02619|1594D*1|||||000001|01/01/2001|Vente|1,00|26||RUE|1242|DE CAMBRAI|59000|LILLE|59|350||LZ|205||101||||||||||1|3|Dépendance|1006387|0|0|||
5914P01|2015P02620|1594D*1|||||000001|01/01/2001|Vente|1,00|21||RUE|0690|GAY LUSSAC|59110|LA MADELEINE|59|368||BD|73||157||76||||||||2|2|Appartement|488012|33|1|||
5914P01|2015P02620|1594D*1|||||000001|01/01/2001|Vente|1,00|21||RUE|0690|GAY LUSSAC|59110|LA MADELEINE|59|368||BD|73||362||||||||||1|3|Dépendance|488027|0|0|||
5914P01|2015P02624|1594D*1|||||000001|01/01/2001|Vente|1,00|39||RUE|6394|NICOLAS LEBLANC|59000|LILLE|59|350||OR|148||22||||||||||1|2|Appartement|404614|70|3|||
5914P01|2015P02625|1594D*1|||||000001|01/01/2001|Vente|1,00|246||RUE|0400|LALAU|59520|MARQUETTE-LEZ-LILLE|59|386||A|3187||||||||||||0|1|Maison|832084|75|4|S||98
5914P01|2015P02625|1594D*1|||||000001|01/01/2001|Vente|1,00|246||RUE|0400|LALAU|59520|MARQUETTE-LEZ-LILLE|59|386||A|3214||||||||||||0|3|Dépendance|832083|0|0|S||17
5914P01|2015P02628|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|6||RUE|0544|DES PIQURIERES|59118|WAMBRECHIES|59|636||B|741||179||||||||||1|3|Dépendance|1172601|0|0|||
5914P01|2015P02628|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|6||RUE|0544|DES PIQURIERES|59118|WAMBRECHIES|59|636||B|741||34||||||||||1|2|Appartement|1172318|130|5|||
5914P01|2015P02628|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|6||RUE|0544|DES PIQURIERES|59118|WAMBRECHIES|59|636||B|741||176||||||||||1|3|Dépendance|1172534|0|0|||
5914P01|2015P02629|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|15||RUE|0803|BERTHELOT|59000|LILLE|59|350||DE|186||3||||||||||1||||||||
5914P01|2015P02629|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|15||RUE|0803|BERTHELOT|59000|LILLE|59|350||DE|186||4||||||||||1||||||||
5914P01|2015P02630|1594D*1|||||000001|01/01/2001|Vente|1,00|18||RUE|1074|DE BOURGOGNE|59800|LILLE|59|350||KR|94||5||||||||||1|2|Appartement|928617|22|1|||
5914P01|2015P02630|1594D*1|||||000001|01/01/2001|Vente|1,00|18||RUE|1074|DE BOURGOGNE|59800|LILLE|59|350||KR|94||4||7||||||||2|2|Appartement|928616|66|2|||
5914P01|2015P02631|1594D*1|||||000001|01/01/2001|Vente|1,00|81|B|RUE|6015|MAURICE BERTEAUX|59260|LILLE|59|350|298|AO|466||||||||||||0|1|Maison|976995|106|6|S||200
5914P01|2015P02632|1594D*1|||||000001|01/01/2001|Vente|1,00|23||RUE|0050|ALEXANDRE DELEMAR|59370|MONS EN BAROEUL|59|410||AN|70||||||||||||0|1|Maison|526053|98|6|S||117
5914P01|2015P02633|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|15||RUE|0803|BERTHELOT|59000|LILLE|59|350||DE|186||6||||||||||1||||||||
5914P01|2015P02634|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|15||RUE|0803|BERTHELOT|59000|LILLE|59|350||DE|186||5||||||||||1||||||||
5914P01|2015P02635|1594D*1|||||000001|01/01/2001|Vente|1,00|9||RUE|7624|DE ROUBAIX|59800|LILLE|59|350||LM|34||651||||||||||1|3|Dépendance|984588|0|0|||
5914P01|2015P02635|1594D*1|||||000001|01/01/2001|Vente|1,00|11||RUE|7624|DE ROUBAIX|59800|LILLE|59|350||LM|34||312||||||||||1|2|Appartement|984283|45|2|||
5914P01|2015P02636|1594D*1|||||000001|01/01/2001|Vente|1,00|2||RUE|6504|DE L ORPHELINAT|59000|LILLE|59|350||IV|185||122||170||||||||2|2|Appartement|366472|74|3|||
5914P01|2015P02636|1594D*1|||||000001|01/01/2001|Vente|1,00|2||RUE|6504|DE L ORPHELINAT|59000|LILLE|59|350||IV|186||151||||||||||1|3|Dépendance|366647|0|0|||
5914P01|2015P02640|1594D*1|||||000001|01/01/2001|Vente|1,00|77||RUE|8449|DES STATIONS|59800|LILLE|59|350||PZ|34||7||||||||||1|2|Appartement|961000|32|2|||
5914P01|2015P02640|1594D*1|||||000001|01/01/2001|Vente|1,00|77||RUE|8449|DES STATIONS|59800|LILLE|59|350||PZ|34||46||||||||||1|3|Dépendance|961070|0|0|||
5914P01|2015P02645|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|15||RUE|0803|BERTHELOT|59000|LILLE|59|350||DE|186||1||||||||||1||||||||
5914P01|2015P02647|1594D*1|||||000001|01/01/2001|Vente|1,00|393||RUE|5513|LEON GAMBETTA|59000|LILLE|59|350||SW|410||252||||||||||1|3|Dépendance|427804|0|0|||
5914P01|2015P02647|1594D*1|||||000001|01/01/2001|Vente|1,00|399||RUE|5513|LEON GAMBETTA|59000|LILLE|59|350||SW|410||173||73||||||||2|2|Appartement|427976|28|1|||
5914P01|2015P02649|1594FQA*2|||||000001|01/01/2001|Vente|1,00|||RUE|0241|DE L AMERIQUE|59000|LILLE|59|350||DO|400||||||||||||0||||||AB||142
5914P01|2015P02651|1049*1|1594FQA*2||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||||||LILLE|59|350||MT|24|100|||||||||||0||||||||
5914P01|2015P02652|1594OGA|||||000001|01/01/2001|Vente|1,00|||||||LILLE|59|350||MT|24|200|||||||||||0||||||||
5914P01|2015P02652|1594OGA|||||000001|01/01/2001|Vente|1,00|||||||LILLE|59|350||MT|24|300|||||||||||0||||||||
5914P01|2015P02653|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|0720|PASTEUR|59350|SAINT-ANDRE|59|527||AP|277||1702||||||||||1||||||||
5914P01|2015P02653|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|0720|PASTEUR|59350|SAINT-ANDRE|59|527||AP|277||1715||||||||||1||||||||
5914P01|2015P02655|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|15||RUE|0803|BERTHELOT|59000|LILLE|59|350||DE|186||2||||||||||1||||||||
5914P01|2015P02656|1594D*1|||||000001|01/01/2001|Vente|1,00|43||RUE|0591|DE LA BARRE|59800|LILLE|59|350||KS|94||1||||||||||1|2|Appartement|798969|40|2|||
5914P01|2015P02657|1594D*1|||||000001|01/01/2001|Vente|1,00|7||RUE|0710|MATEOTTI|59790|RONCHIN|59|507||AA|300||||||||||||0|1|Maison|572270|68|4|S||159
5914P01|2015P02658|1594D*1|||||000001|01/01/2001|Vente|1,00|9003||SQ|7084|DU PORTUGAL|59000|LILLE|59|350||IV|60||||||||||||0|3|Dépendance|366053|0|0|S||17
5914P01|2015P02658|1594D*1|||||000001|01/01/2001|Vente|1,00|5||SQ|7084|DU PORTUGAL|59000|LILLE|59|350||IV|65||||||||||||0|1|Maison|366058|74|4|S||213
5914P01|2015P02659|1594D*1|||||000001|01/01/2001|Vente|1,00|76||RUE|0440|DU GENERAL DE GAULLE|59370|MONS EN BAROEUL|59|410||AN|164||50||66||||||||2|2|Appartement|528805|97|3|||
5914P01|2015P02660|1594D*1|||||000001|01/01/2001|Vente|1,00|49||RUE|0247|D AMIENS|59800|LILLE|59|350||LS|198||5||6||||||||2|2|Appartement|383318|110|4|||
5914P01|2015P02663|1594D*1|||||000001|01/01/2001|Vente|1,00|30||RUE|0550|LAVOISIER|59790|RONCHIN|59|507||B|3997||1036||927||||||||2|2|Appartement|573926|83|3|||
5914P01|2015P02663|1594D*1|||||000001|01/01/2001|Vente|1,00|30||RUE|0550|LAVOISIER|59790|RONCHIN|59|507||B|3997||504||||||||||1|3|Dépendance|573978|0|0|||
5914P01|2015P02664|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|2||RUE|0301|D ANTIN|59800|LILLE|59|350||PY|317||1014||||||||||1||||||||
5914P01|2015P02664|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|2||RUE|0301|D ANTIN|59800|LILLE|59|350||PY|317||1959||||||||||1||||||||
5914P01|2015P02665|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|0857|REMBRANDT|59790|RONCHIN|59|507||AK|195||18||||||||||1|3|Dépendance|1212337|0|0|||
5914P01|2015P02665|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|0857|REMBRANDT|59790|RONCHIN|59|507||AK|195||206||||||||||1|2|Appartement|1212339|58|3|||
5914P01|2015P02665|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|0857|REMBRANDT|59790|RONCHIN|59|507||AK|195||357||||||||||1|3|Dépendance|1212338|0|0|||
5914P01|2015P02666|1594D*1|||||000001|01/01/2001|Vente|1,00|419||RUE|0335|HOPITAL ST JEAN DIEU|59520|MARQUETTE-LEZ-LILLE|59|386||B|4334||||||||||||0|1|Maison|894233|250|6|S||958
5914P01|2015P02666|1594D*1|||||000001|01/01/2001|Vente|1,00|419||RUE|0335|HOPITAL ST JEAN DIEU|59520|MARQUETTE-LEZ-LILLE|59|386||B|4334||||||||||||0|1|Maison|894233|250|6|AG||6743
5914P01|2015P02666|1594D*1|||||000001|01/01/2001|Vente|1,00|419||RUE|0335|HOPITAL ST JEAN DIEU|59520|MARQUETTE-LEZ-LILLE|59|386||B|4336||||||||||||0|1|Maison|894234|71|3|AG||1770
5914P01|2015P02666|1594D*1|||||000001|01/01/2001|Vente|1,00|419||RUE|0335|HOPITAL ST JEAN DIEU|59520|MARQUETTE-LEZ-LILLE|59|386||B|4336||||||||||||0|1|Maison|894234|71|3|S||177
5914P01|2015P02667|1594D*1|||||000001|01/01/2001|Vente|1,00|35||ALL|0193|DE LA BOISIERE|59130|LAMBERSART|59|328||AZ|330||147||||||||||1|3|Dépendance|903355|0|0|||
5914P01|2015P02667|1594D*1|||||000001|01/01/2001|Vente|1,00|23||ALL|0193|DE LA BOISIERE|59130|LAMBERSART|59|328||AZ|330||108||||||||||1|3|Dépendance|903176|0|0|||
5914P01|2015P02667|1594D*1|||||000001|01/01/2001|Vente|1,00|23||ALL|0193|DE LA BOISIERE|59130|LAMBERSART|59|328||AZ|330||207||30||||||||2|2|Appartement|903017|97|5|||
5914P01|2015P02668|1594D*1|||||000002|01/01/2001|Vente|1,00|39||QUAI|9325|DU WAULT|59800|LILLE|59|350||KS|234||2||||||||||1|4|Local industriel. commercial ou assimilé|904083|119|0|||
5914P01|2015P02669|1594D*1|||||000001|01/01/2001|Vente|1,00|32||RUE|8749|DE TREVISE|59000|LILLE|59|350||MN|182||2||||||||||1|2|Appartement|1073631|39|2|||
5914P01|2015P02670|1594D*1|||||000001|01/01/2001|Vente|1,00|8||RUE|1000|VOLTAIRE|59790|RONCHIN|59|507||B|1725||||||||||||0|1|Maison|571338|80|5|S||182
5914P01|2015P02671|1594D*1|||||000001|01/01/2001|Vente|1,00|85||RUE|5513|LEON GAMBETTA|59000|LILLE|59|350||OP|114||1||||||||||1|2|Appartement|930381|26|2|||
5914P01|2015P02672|1594D*1|||||000001|01/01/2001|Vente|1,00|21||AV|0600|FOUBERT|59110|LA MADELEINE|59|368||BH|33||3||7||||||||2|2|Appartement|488494|50|2|||
5914P01|2015P02676|1594D*1|||||000001|01/01/2001|Vente|1,00|16||RUE|0690|GAY LUSSAC|59110|LA MADELEINE|59|368||BE|7||205||||||||||1|3|Dépendance|1087186|0|0|||
5914P01|2015P02678|1594D*1|||||000001|01/01/2001|Vente|1,00|26||CHE|8819|DES VACHERS|59000|LILLE|59|350||ES|136||||||||||||0|2|Appartement|1005412|60|3|S||68
5914P01|2015P02678|1594D*1|||||000001|01/01/2001|Vente|1,00|26||CHE|8819|DES VACHERS|59000|LILLE|59|350||ES|136||||||||||||0|2|Appartement|1005414|61|2|S||68
5914P01|2015P02680|1594D*1|||||000001|01/01/2001|Vente|1,00|6||RUE|2916|DURNERIN|59000|LILLE|59|350||SX|51||4||||||||||1|2|Appartement|428160|32|2|||
5914P01|2015P02680|1594D*1|||||000001|01/01/2001|Vente|1,00|6||RUE|2916|DURNERIN|59000|LILLE|59|350||SX|51||5||||||||||1|2|Appartement|428161|40|3|||
5914P01|2015P02682|1594D*1|||||000001|01/01/2001|Vente|1,00|94||RUE|0840|JEANNE MAILLOTTE|59110|LA MADELEINE|59|368||AV|349|4|||||||||||0||||||||
5914P01|2015P02686|1594D*1|||||000001|01/01/2001|Vente|1,00|247||RUE|8364|DE SOLFERINO|59000|LILLE|59|350||OR|56||25||||||||||1|3|Dépendance|404195|0|0|||
5914P01|2015P02686|1594D*1|||||000001|01/01/2001|Vente|1,00|247||RUE|8364|DE SOLFERINO|59000|LILLE|59|350||OR|56||24||||||||||1|4|Local industriel. commercial ou assimilé|404194|70|0|||
5914P01|2015P02688|1594D*1|||||000001|01/01/2001|Vente|1,00|11||RUE|0613|BASSE|59800|LILLE|59|350||KZ|403||6|1,00|||||||||1|2|Appartement|950773|70|2|||
5914P01|2015P02689|1115*1|||||000001|01/01/2001|Vente|1,00|83||RUE|9329|DE WAZEMMES|59000|LILLE|59|350||OV|171||||||||||||0|3|Dépendance|407548|0|0|S||137
5914P01|2015P02689|1115*1|||||000001|01/01/2001|Vente|1,00|83||RUE|9329|DE WAZEMMES|59000|LILLE|59|350||OV|171||||||||||||0|4|Local industriel. commercial ou assimilé|407549|103|0|S||137
5914P01|2015P02689|1115*1|||||000001|01/01/2001|Vente|1,00|83||RUE|9329|DE WAZEMMES|59000|LILLE|59|350||OV|171||||||||||||0|2|Appartement|407550|80|4|S||137
5914P01|2015P02689|1115*1|||||000001|01/01/2001|Vente|1,00|83||RUE|9329|DE WAZEMMES|59000|LILLE|59|350||OV|171||||||||||||0|2|Appartement|407551|60|3|S||137
5914P01|2015P02691|1594D*1|||||000001|01/01/2001|Vente|1,00|13||RUE|2321|DELEZENNE|59000|LILLE|59|350||MW|25||353||542||||||||2|2|Appartement|393658|81|3|||
5914P01|2015P02691|1594D*1|||||000001|01/01/2001|Vente|1,00|15|T|RUE|0662|DE BAZINGHIEN|59000|LILLE|59|350||MW|25||399||||||||||1|3|Dépendance|393434|0|0|||
5914P01|2015P02693|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|0750|DE WAMBRECHIES|59520|MARQUETTE-LEZ-LILLE|59|386||A|4816||4||||||||||1||||||||
5914P01|2015P02693|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|0750|DE WAMBRECHIES|59520|MARQUETTE-LEZ-LILLE|59|386||A|4816||7||||||||||1||||||||
5914P01|2015P02694|1594D*1|||||000001|01/01/2001|Vente|1,00|7||BD|6584|PAPIN|59800|LILLE|59|350||HW|97||2||||||||||1|2|Appartement|957389|44|2|||
5914P01|2015P02695|1594D*1|||||000001|01/01/2001|Vente|1,00|8||RUE|4779|DES JARDINS CAULIER|59800|LILLE|59|350||TW|94||||||||||||0|1|Maison|307869|120|5|S||72
5914P01|2015P02695|1594D*1|||||000001|01/01/2001|Vente|1,00|8|T|RUE|4779|DES JARDINS CAULIER|59800|LILLE|59|350||TW|96||1||||||||||1|3|Dépendance|882495|0|0|||
5914P01|2015P02697|1594D*1|||||000001|01/01/2001|Vente|1,00|26||RUE|0533|PAUL VERLAINE|59118|WAMBRECHIES|59|636||D|1777||||||||||||0|1|Maison|986682|110|5|S||311
5914P01|2015P02697|1594D*1|||||000001|01/01/2001|Vente|1,00|26||RUE|0533|PAUL VERLAINE|59118|WAMBRECHIES|59|636||D|1821||||||||||||0||||||S||4
5914P01|2015P02698|1594D*1|||||000001|01/01/2001|Vente|1,00|57||RUE|3276|FAIDHERBE|59800|LILLE|59|350||HR|160||3||||||||||1|2|Appartement|353150|61|3|||
5914P01|2015P02703|1594D*1|||||000001|01/01/2001|Vente|1,00|5||RUE|5715|LOUIS NICQUET|59800|LILLE|59|350||HS|140||102||127||||||||2|2|Appartement|1004905|33|2|||
5914P01|2015P02703|1594D*1|||||000001|01/01/2001|Vente|1,00|5||RUE|5715|LOUIS NICQUET|59800|LILLE|59|350||HS|140||147||||||||||1|3|Dépendance|1004962|0|0|||
5914P01|2015P02707|1594D*1|||||000001|01/01/2001|Vente|1,00|26||RUE|5750|LYDERIC|59800|LILLE|59|350||LW|181||121||||||||||1|3|Dépendance|386170|0|0|||
5914P01|2015P02708|1594D*1|||||000001|01/01/2001|Vente|1,00|6||RUE|0020|ABBE LEMIRE|59130|LAMBERSART|59|328||BD|152||||||||||||0|1|Maison|291719|110|5|S||101
5914P01|2015P02709|1594D*1|||||000001|01/01/2001|Vente|1,00|3|B|RUE|0760|NOTRE DAME|59790|RONCHIN|59|507||B|1218||1||||||||||1|3|Dépendance|967990|0|0|||
5914P01|2015P02709|1594D*1|||||000001|01/01/2001|Vente|1,00|3|B|RUE|0760|NOTRE DAME|59790|RONCHIN|59|507||B|1218||52||||||||||1|2|Appartement|968110|75|3|||
5914P01|2015P02711||||||000001|01/01/2001|Vente|1,00|67||RUE|0570|DE LILLE|59350|SAINT-ANDRE|59|527||AB|297||||||||||||0|4|Local industriel. commercial ou assimilé|645832|87|0|S||2187
5914P01|2015P02711||||||000001|01/01/2001|Vente|1,00|67||RUE|0570|DE LILLE|59350|SAINT-ANDRE|59|527||AB|297||||||||||||0|4|Local industriel. commercial ou assimilé|645830|2201|0|S||2187
5914P01|2015P02713|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RTE|0060|D ARRAS|59155|FACHES THUMESNIL|59|220||A|7207||212||||||||||1||||||||
